Date,Players,Effective,owner,owner_id,transaction_str,player_id,cbsid,parsed_transactions,transaction_type,period,Add,Drop,Drop Week,type,PA,AB,H,R,RBI,HR,SB,BA,IP,Outs,QS,SO,SvHld,ERA,WHIP,ER,HA,BB,zBA,zR,zHR,zRBI,zSB,zERA,zWHIP,zSO,zQS,zSvHld,total_z,Value,weeks_held
9/15/25 12:15 AM ET,"('Bryce Elder SP • ATL - Added JP Sears SP • SD - Dropped', '/players/playerpage/26615410')",9/15/25,Mom's Cookin,47,Bryce Elder SP • ATL - Added JP Sears SP • SD - Dropped,/players/playerpage/26615410,26615410,"[{'Name': 'Bryce Elder', 'Position': 'SP', 'Team': 'ATL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'JP Sears', 'Position': 'SP', 'Team': 'SD', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,26,Bryce Elder,JP Sears,28.0,p,,,,,,,,,17.67,159.03000000000003,2.0,19.0,0.0,4.074702886247877,1.3582342954159592,8.0,20.0,4.0,,,,,,-0.05957559904703728,-0.589644215369793,2.2382329195361708,2.7717729332415515,-0.5986672112676474,3.7621188270932446,10.6,2.0
9/8/25 9:10 AM ET,"('Adrian Houser SP • SF - Added Nestor Cortes SP • SD - Dropped', '/players/playerpage/1947840')",9/8/25,Trouble With The Curve,1,Adrian Houser SP • SF - Added Nestor Cortes SP • SD - Dropped,/players/playerpage/1947840,1947840,"[{'Name': 'Adrian Houser', 'Position': 'SP', 'Team': 'SF', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Nestor Cortes', 'Position': 'SP', 'Team': 'SD', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,25,Adrian Houser,Nestor Cortes,28.0,p,,,,,,,,,24.33,218.96999999999997,2.0,21.0,0.0,4.438964241676943,1.0275380189066996,12.0,20.0,5.0,,,,,,-0.22818966799526968,1.2867907731717583,1.6116528353011519,1.9879667539348558,-0.6295424784455234,4.028678215966973,10.7,3.0
9/8/25 7:54 AM ET,"('Max Muncy 3B • LAD - Added Shelby Miller RP • CHC - Dropped', '/players/playerpage/2106304')",9/8/25,Brewbirds,3,Max Muncy 3B • LAD - Added Shelby Miller RP • CHC - Dropped,/players/playerpage/2106304,2106304,"[{'Name': 'Max Muncy', 'Position': '3B', 'Team': 'LAD', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Shelby Miller', 'Position': 'RP', 'Team': 'CHC', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,25,Max Muncy,Shelby Miller,28.0,h,27.0,27.0,4.0,4.0,3.0,2.0,0.0,0.14814814814814814,,,,,,,,,,,-0.9191402525794412,-0.40725834879724504,0.3147155779260077,-0.6080178594622083,-0.606258629134682,,,,,,-2.225959512047569,-5.9,3.0
9/8/25 7:54 AM ET,"('Eric Wagaman 1B,OF • MIN - Added Dane Myers OF • CIN - Dropped', '/players/playerpage/2837646')",9/8/25,Dirty Birds,41,"Eric Wagaman 1B,OF • MIN - Added Dane Myers OF • CIN - Dropped",/players/playerpage/2837646,2837646,"[{'Name': 'Eric Wagaman', 'Position': '1B,OF', 'Team': 'MIN', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Dane Myers', 'Position': 'OF', 'Team': 'CIN', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,25,Eric Wagaman,Dane Myers,28.0,h,48.0,48.0,16.0,7.0,6.0,0.0,0.0,0.3333333333333333,,,,,,,,,,,1.4361190735201346,0.32042885214858874,-0.9185137907795246,0.12126671989273963,-0.606258629134682,,,,,,0.3530422256472564,0.9,3.0
9/7/25 10:40 PM ET,"('Payton Tolle SP,RP • BOS - Added Ryan Mountcastle 1B • BAL - Dropped', '/players/playerpage/29644503')",9/8/25,Harveys Wallbangers,4,"Payton Tolle SP,RP • BOS - Added Ryan Mountcastle 1B • BAL - Dropped",/players/playerpage/29644503,29644503,"[{'Name': 'Payton Tolle', 'Position': 'SP,RP', 'Team': 'BOS', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Ryan Mountcastle', 'Position': '1B', 'Team': 'BAL', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,25,Payton Tolle,Ryan Mountcastle,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
9/7/25 10:38 PM ET,"('Jose Ferrer RP • SEA - Added Alex Vesia RP • LAD - Dropped', '/players/playerpage/29036770')",9/8/25,Mom's Cookin,47,Jose Ferrer RP • SEA - Added Alex Vesia RP • LAD - Dropped,/players/playerpage/29036770,29036770,"[{'Name': 'Jose Ferrer', 'Position': 'RP', 'Team': 'SEA', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Alex Vesia', 'Position': 'RP', 'Team': 'LAD', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,25,Jose Ferrer,Alex Vesia,28.0,p,,,,,,,,,8.33,74.97,0.0,10.0,6.0,5.402160864345738,1.56062424969988,5.0,9.0,4.0,,,,,,-0.35907912156200433,-0.5609238171895804,0.013092224494729092,-0.49839166507099203,3.2170198210473075,1.81171744171946,4.8,3.0
9/7/25 10:38 PM ET,"('Davis Martin SP,RP • CHW - Added Spencer Arrighetti SP • HOU - Dropped', '/players/playerpage/2932915')",9/8/25,9 Grand Kids,30,"Davis Martin SP,RP • CHW - Added Spencer Arrighetti SP • HOU - Dropped",/players/playerpage/2932915,2932915,"[{'Name': 'Davis Martin', 'Position': 'SP,RP', 'Team': 'CHW', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Spencer Arrighetti', 'Position': 'SP', 'Team': 'HOU', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,25,Davis Martin,Spencer Arrighetti,28.0,p,,,,,,,,,22.33,200.96999999999997,2.0,14.0,0.0,4.030452306314375,1.2091356918943126,10.0,19.0,8.0,,,,,,0.10999142692729957,0.2664720191229684,0.594386992060701,1.9879667539348558,-0.6295424784455234,2.3292747136003014,6.2,3.0
9/7/25 10:37 PM ET,"('Jeremiah Jackson 3B,OF • BAL - Added Jason Adam RP • SD - Dropped', '/players/playerpage/2931972')",9/8/25,Lil Trumps Wiscompton Wu-Tang,42,"Jeremiah Jackson 3B,OF • BAL - Added Jason Adam RP • SD - Dropped",/players/playerpage/2931972,2931972,"[{'Name': 'Jeremiah Jackson', 'Position': '3B,OF', 'Team': 'BAL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Jason Adam', 'Position': 'RP', 'Team': 'SD', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,25,Jeremiah Jackson,Jason Adam,28.0,h,67.0,67.0,15.0,7.0,7.0,3.0,0.0,0.22388059701492538,,,,,,,,,,,-0.5282877326487707,0.32042885214858874,0.9313302622787738,0.36436157967772226,-0.606258629134682,,,,,,0.48157433232163205,1.3,3.0
9/7/25 10:36 PM ET,"('Brad Keller SP,RP • PHI - Added Reed Garrett SP,RP • NYM - Dropped', '/players/playerpage/2823660')",9/8/25,Ugly Spuds,29,"Brad Keller SP,RP • PHI - Added Reed Garrett SP,RP • NYM - Dropped",/players/playerpage/2823660,2823660,"[{'Name': 'Brad Keller', 'Position': 'SP,RP', 'Team': 'PHI', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Reed Garrett', 'Position': 'SP,RP', 'Team': 'NYM', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,25,Brad Keller,Reed Garrett,28.0,p,,,,,,,,,7.33,65.97,0.0,11.0,5.0,1.227830832196453,0.8185538881309686,1.0,3.0,3.0,,,,,,0.7554574968817105,0.7331555035085892,0.15841591638622207,-0.49839166507099203,2.575926104465169,3.7245633561706986,9.9,3.0
8/31/25 11:18 PM ET,"('Jonah Tong SP • NYM - Added Kirby Yates RP • LAA - Dropped', '/players/playerpage/29376615')",9/1/25,Harveys Wallbangers,4,Jonah Tong SP • NYM - Added Kirby Yates RP • LAA - Dropped,/players/playerpage/29376615,29376615,"[{'Name': 'Jonah Tong', 'Position': 'SP', 'Team': 'NYM', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Kirby Yates', 'Position': 'RP', 'Team': 'LAA', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,24,Jonah Tong,Kirby Yates,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
8/31/25 11:17 PM ET,"('Shelby Miller RP • CHC - Added Zack Wheeler SP • PHI - Dropped', '/players/playerpage/1739603')",9/1/25,Brewbirds,3,Shelby Miller RP • CHC - Added Zack Wheeler SP • PHI - Dropped,/players/playerpage/1739603,1739603,"[{'Name': 'Shelby Miller', 'Position': 'RP', 'Team': 'CHC', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Zack Wheeler', 'Position': 'SP', 'Team': 'PHI', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,24,Shelby Miller,Zack Wheeler,25.0,p,,,,,,,,,2.33,20.97,0.0,2.0,0.0,0.0,1.2875536480686696,0.0,1.0,2.0,,,,,,0.5128031642997064,-0.00027398101689450816,-0.6430401894351161,-0.42930174091590756,-0.49658158462711527,-1.056394331695327,-3.3,1.0
8/31/25 11:17 PM ET,"('Brendon Little RP • TOR - Added Blake Treinen RP • LAD - Dropped', '/players/playerpage/2835083')",9/1/25,Mom's Cookin,47,Brendon Little RP • TOR - Added Blake Treinen RP • LAD - Dropped,/players/playerpage/2835083,2835083,"[{'Name': 'Brendon Little', 'Position': 'RP', 'Team': 'TOR', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Blake Treinen', 'Position': 'RP', 'Team': 'LAD', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,24,Brendon Little,Blake Treinen,28.0,p,,,,,,,,,9.0,81.0,0.0,9.0,4.0,5.0,1.7777777777777777,5.0,10.0,6.0,,,,,,-0.2099890784097705,-0.8852275445188299,-0.409879301931083,-0.5009419229467653,1.4842101577403315,-0.5218276900661172,-1.3,4.0
8/31/25 11:16 PM ET,"('Ian Seymour SP,RP • TB - Added Jameson Taillon SP • CHC - Dropped', '/players/playerpage/26615397')",9/1/25,Trouble With The Curve,1,"Ian Seymour SP,RP • TB - Added Jameson Taillon SP • CHC - Dropped",/players/playerpage/26615397,26615397,"[{'Name': 'Ian Seymour', 'Position': 'SP,RP', 'Team': 'TB', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Jameson Taillon', 'Position': 'SP', 'Team': 'CHC', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,24,Ian Seymour,Jameson Taillon,27.0,p,,,,,,,,,19.33,173.96999999999997,0.0,26.0,0.0,2.3279875840662183,1.0863942058975686,5.0,15.0,6.0,,,,,,1.2379346017767183,0.8242874882426865,2.354863558459489,-0.49050482164370235,-0.5920384466646542,3.334542380170537,8.7,3.0
8/31/25 11:16 PM ET,"('Luis Morales SP,RP • ATH - Added Eduardo Rodriguez SP • ARI - Dropped', '/players/playerpage/29321990')",9/1/25,Roid Ragers,44,"Luis Morales SP,RP • ATH - Added Eduardo Rodriguez SP • ARI - Dropped",/players/playerpage/29321990,29321990,"[{'Name': 'Luis Morales', 'Position': 'SP,RP', 'Team': 'ATH', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Eduardo Rodriguez', 'Position': 'SP', 'Team': 'ARI', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,24,Luis Morales,Eduardo Rodriguez,28.0,p,,,,,,,,,28.34,255.06,2.0,23.0,0.0,3.8108680310515175,1.0938602681721947,12.0,23.0,8.0,,,,,,0.32319791079938875,0.9623850121726032,1.1496614566359649,1.3897098507555425,-0.6254644172709826,3.1994898130925162,8.0,4.0
8/31/25 11:16 PM ET,"('Charlie Morton SP,RP • ATL - Added Randy Rodriguez RP • SF - Dropped', '/players/playerpage/1390876')",9/1/25,Lil Trumps Wiscompton Wu-Tang,42,"Charlie Morton SP,RP • ATL - Added Randy Rodriguez RP • SF - Dropped",/players/playerpage/1390876,1390876,"[{'Name': 'Charlie Morton', 'Position': 'SP,RP', 'Team': 'ATL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Randy Rodriguez', 'Position': 'RP', 'Team': 'SF', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,24,Charlie Morton,Randy Rodriguez,28.0,p,,,,,,,,,17.0,153.0,0.0,18.0,0.0,11.647058823529413,2.2941176470588234,22.0,24.0,15.0,,,,,,-3.6975543777941082,-3.3703284559452786,0.5926826142905905,-0.5009419229467653,-0.6254644172709826,-7.601606559666544,-19.1,4.0
8/31/25 11:16 PM ET,"('Ryan Walker RP • SF - Added Andrew Heaney SP,RP • LAD - Dropped', '/players/playerpage/29092535')",9/1/25,9 Grand Kids,30,"Ryan Walker RP • SF - Added Andrew Heaney SP,RP • LAD - Dropped",/players/playerpage/29092535,29092535,"[{'Name': 'Ryan Walker', 'Position': 'RP', 'Team': 'SF', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Andrew Heaney', 'Position': 'SP,RP', 'Team': 'LAD', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,24,Ryan Walker,Andrew Heaney,28.0,p,,,,,,,,,7.0,63.0,0.0,6.0,5.0,5.142857142857142,1.8571428571428572,4.0,10.0,3.0,,,,,,-0.1925364170003042,-0.7959933493000702,-0.7440666073383075,-0.5009419229467653,2.0116288014931603,-0.22190949509228686,-0.6,4.0
8/25/25 5:42 PM ET,"('Hunter Gaddis RP • CLE - Added Ha-seong Kim 2B,SS • ATL - Dropped', '/players/playerpage/28921922')",8/25/25,Lima Time!,38,"Hunter Gaddis RP • CLE - Added Ha-seong Kim 2B,SS • ATL - Dropped",/players/playerpage/28921922,28921922,"[{'Name': 'Hunter Gaddis', 'Position': 'RP', 'Team': 'CLE', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Ha-seong Kim', 'Position': '2B,SS', 'Team': 'ATL', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,23,Hunter Gaddis,Ha-seong Kim,28.0,p,,,,,,,,,13.33,119.97,0.0,9.0,10.0,2.700675168792198,0.7501875468867216,4.0,8.0,2.0,,,,,,0.5395961704125569,1.1887886211352408,-0.5310350686671753,-0.5019970595339077,3.736936674168127,4.432289337514842,10.5,5.0
8/24/25 11:18 PM ET,"('David Hamilton 2B,SS • MIL - Added Joe Boyle SP,RP • TB - Dropped', '/players/playerpage/3158363')",8/25/25,Harveys Wallbangers,4,"David Hamilton 2B,SS • MIL - Added Joe Boyle SP,RP • TB - Dropped",/players/playerpage/3158363,3158363,"[{'Name': 'David Hamilton', 'Position': '2B,SS', 'Team': 'MIL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Joe Boyle', 'Position': 'SP,RP', 'Team': 'TB', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,23,David Hamilton,Joe Boyle,27.0,h,33.0,33.0,10.0,6.0,4.0,1.0,3.0,0.30303030303030304,,,,,,,,,,,0.5176220241288001,-0.32288438669256436,-0.49077094683452016,-0.6290330016437271,1.0267533288038453,,,,,,0.10168701776183375,0.3,4.0
8/24/25 11:09 PM ET,"('Mark Vientos 3B • NYM - Added Evan Carter OF • TEX - Dropped', '/players/playerpage/2837638')",8/25/25,Brewbirds,3,Mark Vientos 3B • NYM - Added Evan Carter OF • TEX - Dropped,/players/playerpage/2837638,2837638,"[{'Name': 'Mark Vientos', 'Position': '3B', 'Team': 'NYM', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Evan Carter', 'Position': 'OF', 'Team': 'TEX', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,23,Mark Vientos,Evan Carter,28.0,h,110.0,110.0,27.0,17.0,24.0,9.0,0.0,0.24545454545454545,,,,,,,,,,,-0.07049665372504091,1.178458131177996,2.627559920940275,2.3358540905010177,-0.6303336516093889,,,,,,5.441041837284859,12.9,5.0
8/24/25 11:09 PM ET,"('Parker Messick SP • CLE - Added Pavin Smith 1B • ARI - Dropped', '/players/playerpage/29075750')",8/25/25,Mom's Cookin,47,Parker Messick SP • CLE - Added Pavin Smith 1B • ARI - Dropped,/players/playerpage/29075750,29075750,"[{'Name': 'Parker Messick', 'Position': 'SP', 'Team': 'CLE', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Pavin Smith', 'Position': '1B', 'Team': 'ARI', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,23,Parker Messick,Pavin Smith,28.0,p,,,,,,,,,34.67,312.03000000000003,4.0,31.0,0.0,2.07672339198154,1.2979521199884625,8.0,40.0,5.0,,,,,,1.9795248809268398,-0.15134778203766674,1.4286556363497556,2.6271707311254033,-0.6015985010117901,5.282404965352542,12.6,5.0
8/18/25 10:12 AM ET,"('Jameson Taillon SP • CHC - Added Anthony Santander OF • TOR - Dropped', '/players/playerpage/1765806')",8/18/25,Trouble With The Curve,1,Jameson Taillon SP • CHC - Added Anthony Santander OF • TOR - Dropped,/players/playerpage/1765806,1765806,"[{'Name': 'Jameson Taillon', 'Position': 'SP', 'Team': 'CHC', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Anthony Santander', 'Position': 'OF', 'Team': 'TOR', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Jameson Taillon,Anthony Santander,24.0,p,,,,,,,,,11.0,99.0,1.0,7.0,0.0,1.6363636363636365,0.8181818181818182,2.0,8.0,1.0,,,,,,1.1573948718327862,1.2504188962249985,0.009684260331439846,1.0352101249471708,-0.555269963126976,2.8974381902094195,8.1,2.0
8/18/25 9:40 AM ET,"('Dean Kremer SP,RP • BAL - Added Shane McClanahan SP • TB - Dropped', '/players/playerpage/3077699')",8/18/25,Brewbirds,3,"Dean Kremer SP,RP • BAL - Added Shane McClanahan SP • TB - Dropped",/players/playerpage/3077699,3077699,"[{'Name': 'Dean Kremer', 'Position': 'SP,RP', 'Team': 'BAL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Shane McClanahan', 'Position': 'SP', 'Team': 'TB', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Dean Kremer,Shane McClanahan,28.0,p,,,,,,,,,31.67,285.03000000000003,2.0,26.0,0.0,4.546889801073571,1.1682980738869593,16.0,28.0,9.0,,,,,,-0.22907082116051647,0.5065733892511352,0.6785351879607165,0.8706124798589346,-0.5977863373193051,1.2288638985909648,2.8,6.0
